,label,Oracle,Avg Ens,best_ad_train,average_ad_train,worst_ad_train,best_ad_test,average_ad_test,worst_ad_test,sit_stem_original_512_score,sit_stem_original_512_class,sit_stem_original_512_inf,rocket_128_score,rocket_128_class,rocket_128_inf,resnet_default_1024_score,resnet_default_1024_class,resnet_default_1024_inf,convnet_default_128_score,convnet_default_128_class,convnet_default_128_inf,knn_1024_score,knn_1024_class,knn_1024_inf
MITDB/100.test.csv@1.out,NORMA,0.4575107918738886,0.079901320869661,0.4575107918738886,0.13368834571095548,0.1341677604095134,0.4575107918738886,0.13368834571095548,0.017619105863038,0.4575107918738887,NORMA,0.2373532850760966,0.4575107918738887,NORMA,0.5126214912161231,0.4575107918738887,NORMA,0.0839944729814305,0.4575107918738887,NORMA,0.1874187469948083,0.4575107918738887,NORMA,0.1335831694304943
MITDB/100.test.csv@2.out,LOF,0.3092869035510339,0.0956691046369154,0.2114420834657638,0.10942418639498326,0.1537876570072846,0.2114420834657638,0.10942418639498326,0.0196987688431795,0.2114420834657638,NORMA,0.23783347196877,0.2114420834657638,NORMA,0.4956811806187033,0.2114420834657638,NORMA,0.0839576029684394,0.2114420834657638,NORMA,0.1874029820319265,0.2114420834657638,NORMA,0.1348782200366258
MITDB/105.test.csv@1.out,OCSVM,0.1340954176409342,0.1067197415066908,0.1340954176409342,0.0829740236536896,0.1233187819074668,0.1340954176409342,0.0829740236536896,0.0406262416845555,0.0464797885347432,LOF,0.2385191860375926,0.1340954176409342,NORMA,0.4995565265417099,0.0464797885347432,LOF,0.0836752810282632,0.0464797885347432,LOF,0.1871071190107613,0.1340954176409342,NORMA,0.1326212091371417
MITDB/105.test.csv@2.out,NORMA,0.372474790960473,0.0916593032304716,0.372474790960473,0.10069078117257131,0.1178086525062974,0.372474790960473,0.10069078117257131,0.0370641836984156,0.0512698593264177,PCA,0.2371500720037147,0.0612630227315052,LOF,0.4939487725496292,0.0612630227315052,LOF,0.0840686410665512,0.0612630227315052,LOF,0.1871200130553916,0.0505127337455075,HBOS,0.1339386440813541
MITDB/109.test.csv@1.out,NORMA,0.900930039932895,0.2603034122342628,0.900930039932895,0.2177948581807705,0.3571326464583566,0.900930039932895,0.2177948581807705,0.0249247416374928,0.2962899158110472,MP,0.239261184935458,0.0836096936265638,LOF,0.5178655479103327,0.2962899158110472,MP,0.0837404760532081,0.0836096936265638,LOF,0.1874586809426546,0.900930039932895,NORMA,0.1358827017247676
MITDB/109.test.csv@2.out,NORMA,0.8264562375694076,0.3226838479023489,0.8264562375694076,0.23512755221246198,0.693115776792245,0.8264562375694076,0.23512755221246198,0.0148035319935439,0.0283119401701251,LOF,0.2381423449842259,0.0283119401701251,LOF,0.4884727383032441,0.0283119401701251,LOF,0.0837423340417444,0.0283119401701251,LOF,0.1871743069496005,0.8264562375694076,NORMA,0.1369356540963053
MITDB/111.test.csv@2.out,OCSVM,0.1324619925337806,0.0120102895652464,0.0100203658238498,0.013844113777284494,0.1324619925337806,0.0100203658238498,0.013844113777284494,0.0007761172677765,0.0017865957733141,PCA,0.2375874770805239,0.0006539772690522,LOF,0.5130875715985894,0.0006539772690522,LOF,0.0839196719462052,0.0006539772690522,LOF,0.1872534640133381,0.0100203658238498,NORMA,0.1306920098140835
MITDB/117.test.csv@1.out,HBOS,0.0123617851029716,0.008416411071507,0.0006951768069406,0.003770134414064859,0.0007579742532703,0.0006951768069406,0.003770134414064859,0.0005295989791917,0.0004700926530368,MP,0.2369165869895368,0.0049565093074395,LOF,0.4785127835348248,0.0006951768069406,NORMA,0.0856053669704124,0.0006951768069406,NORMA,0.1876262980513274,0.0006951768069406,NORMA,0.1324086664244532
MITDB/117.test.csv@2.out,IFOREST,0.0741475208484843,0.0656694932992223,0.0006567366712269,0.019185922996551516,0.0011827490539313,0.0006567366712269,0.019185922996551516,0.0004770062853413,0.0741475208484843,PCA,0.2388769410317763,0.0096037282879223,LOF,0.4943910948932171,0.0005832814675586,CNN,0.0839569179806858,0.0005832814675586,CNN,0.1873106020502746,0.0006567366712269,NORMA,0.1318105701357126
MITDB/118.test.csv@1.out,NORMA,0.4253203086689822,0.1547606692601003,0.4157403783816623,0.162712009213246,0.3205379290468915,0.4157403783816623,0.162712009213246,0.0687573952999938,0.4157403783816623,NORMA,0.2377728880383074,0.0861439240595788,LOF,0.4892998374998569,0.4157403783816623,NORMA,0.0836330020101741,0.082997250179748,PCA,0.1873094789916649,0.4157403783816623,NORMA,0.1318838410079479
