,label,Oracle,Avg Ens,best_ad_train,average_ad_train,worst_ad_train,best_ad_test,average_ad_test,worst_ad_test,sit_stem_original_512_score,sit_stem_original_512_class,sit_stem_original_512_inf,rocket_128_score,rocket_128_class,rocket_128_inf,resnet_default_1024_score,resnet_default_1024_class,resnet_default_1024_inf,convnet_default_128_score,convnet_default_128_class,convnet_default_128_inf,knn_1024_score,knn_1024_class,knn_1024_inf
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@10.out,IFOREST1,0.5032663928800918,0.0161116189818771,0.0018381477190382,0.16092921745796798,0.0137815083542954,0.5032663928800918,0.16092921745796798,0.0005058103642616,0.5032663928800918,IFOREST1,0.0752530179452151,0.2951058539142451,PCA,0.197740189731121,0.5032663928800918,IFOREST1,0.02783463394735,0.5032663928800918,IFOREST1,0.0575614899862557,0.0100990830575892,IFOREST,0.1166918976232409
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@13.out,HBOS,0.0225452114445791,0.0104035502270278,0.0018903452744067,0.0068804035941372665,0.0006553476061483,0.0170318477675476,0.0068804035941372665,0.0003734674237191,0.0081460721298548,MP,0.0759262170176953,0.0005612620729737,POLY,0.1857029041275382,0.0122600165743207,IFOREST,0.0278686450328677,0.0003678465225378,LOF,0.0577436159364879,0.0003678465225378,LOF,0.1229979917407035
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@4.out,HBOS,0.1577981837080959,0.0057215037112544,0.0008415365465935,0.01846138522174788,0.0003804312459619,0.0320552433770335,0.01846138522174788,0.0004018771973626,0.0003678465225378,MP,0.0753856010269373,0.0100465061071299,PCA,0.1681191185489297,0.0320552433770335,IFOREST1,0.0277485470287501,0.0003678465225378,MP,0.0576244289986789,0.1577981837080959,HBOS,0.1205045189708471
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@8.out,IFOREST1,0.5032663928800918,0.0146548796227675,0.0018747856595443,0.16113417255067164,0.0137815083542954,0.5032663928800918,0.16113417255067164,0.0004955523773237,0.5032663928800918,IFOREST1,0.075394712970592,0.2951058539142451,PCA,0.1677167238667607,0.5032663928800918,IFOREST1,0.0277588729513809,0.5032663928800918,IFOREST1,0.0576329309260472,0.0156295340485499,IFOREST,0.5239871172234416
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@1.out,MP,0.2901280914516366,0.0018067207742039,0.0018936704397,0.028713148355835733,0.0097589802855496,0.0013135165285296,0.028713148355835733,0.0026677917117439,0.0013135165285296,IFOREST1,0.0755074750632047,0.0013135165285296,IFOREST1,0.1997373746708035,0.0013135165285296,IFOREST1,0.0278852629708126,0.0013135165285296,IFOREST1,0.0575323019875213,0.0011647827924266,HBOS,0.1197098493576049
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@10.out,IFOREST1,0.5033282852891394,0.0197364957646412,0.0019458257908641,0.1617755365987741,0.0135841690435059,0.5033282852891394,0.1617755365987741,0.0005176355109192,0.5033282852891394,IFOREST1,0.0754274090286344,0.2898814030410036,MP,0.1866791471838951,0.5033282852891394,IFOREST1,0.0277813390130177,0.5033282852891394,IFOREST1,0.0575962429866194,0.0087891442335999,IFOREST,0.119893642142415
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@13.out,OCSVM,0.0258392272101669,0.0264167860963412,0.0082519278640338,0.009836350052436374,0.0129357259010175,0.0167293687984208,0.009836350052436374,0.0008719950775517,0.0088847130135826,MP,0.0763502770569175,0.0023169361454124,POLY,0.2201116131618619,0.0155661566773045,IFOREST,0.0278182619949802,0.0019809943043363,LOF,0.0576050110394135,0.0019809943043363,LOF,0.1255032178014516
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@2.out,IFOREST1,0.6509113609662763,0.0111294765623134,0.0018077904264213,0.14660686859417854,0.0003825780787821,0.565658837616695,0.14660686859417854,0.0003896702712911,0.0183022744026606,PCA,0.0753075779648497,0.0183022744026606,PCA,0.2241119304671883,0.5656588376166949,IFOREST1,0.0277051999000832,0.0003703465225378,MP,0.0576889739604666,0.0018077904264213,NORMA,0.1230441220104694
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@4.out,HBOS,0.1417755882192329,0.0064918856970145,0.0008906612821617,0.019015651014942833,0.0003822133278952,0.0418873237932144,0.019015651014942833,0.0013334358944454,0.0003703465225378,MP,0.0754056849982589,0.0073658204998782,PCA,0.2254747524857521,0.0418873237932144,IFOREST1,0.0278508880874142,0.0003703465225378,MP,0.057598857092671,0.0008906612821617,NORMA,0.1246850145980715
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,IFOREST1,0.5033282852891394,0.0167744597803463,0.0018992737296633,0.16098751690615362,0.0135841690435059,0.5033282852891394,0.16098751690615362,0.0005289857019568,0.5033282852891394,IFOREST1,0.0752567970193922,0.2898814030410036,MP,0.1918778447434306,0.5033282852891394,IFOREST1,0.0277859730413183,0.5033282852891394,IFOREST1,0.0575850280001759,0.0086407283254745,IFOREST,0.1254481542855501
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@1.out,MP,0.2899363476802542,0.0019389569713279,0.0014061307703119,0.028402369447575144,0.0106769193764938,0.0022706861032169,0.028402369447575144,0.0027107980239867,0.0022706861032169,IFOREST1,0.0753268649568781,0.0008161146790627,PCA,0.2253929227590561,0.0022706861032169,IFOREST1,0.0277694910764694,0.0022706861032169,IFOREST1,0.0575984030729159,0.0014061307703119,NORMA,0.1233190186321735
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@10.out,IFOREST1,0.5033044722413522,0.0122346699384759,0.000811243951212,0.1616494461012819,0.0139431611527248,0.5033044722413522,0.1616494461012819,0.0004894851224035,0.5033044722413522,IFOREST1,0.0753631379920989,0.2898809806827694,MP,0.2023177780210971,0.5033044722413522,IFOREST1,0.0277805150253698,0.5033044722413522,IFOREST1,0.0576385909225791,0.0093161536670881,IFOREST,0.4543026825413108
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@13.out,OCSVM,0.0297530632768036,0.0270329741641575,0.0076297685450511,0.010374687667873835,0.0139182526635231,0.0177549609960537,0.010374687667873835,0.0003818399335067,0.0102471576489386,MP,0.0760557330213487,0.002365488540655,POLY,0.2172307800501585,0.0172225005191055,IFOREST,0.0277639330597594,0.0017879680997691,LOF,0.0576774369692429,0.0076297685450511,NORMA,0.5198919139802456
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@2.out,HBOS,0.5223900579279817,0.0154625545569368,0.0022670527036765,0.09267214667096911,0.0003831416388514,0.5223900579279817,0.09267214667096911,0.0003703465225378,0.0186425901655547,PCA,0.0756587029900401,0.0186425901655547,PCA,0.2109881807118654,0.0004311517156015,POLY,0.0277491740416735,0.0003703465225378,MP,0.0576525039505213,0.5179171031706743,HBOS,0.124426263384521
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@4.out,HBOS,0.1433333578260664,0.0082918202191517,0.00167711726858,0.016993869206318662,0.0003822007014388,0.0260151430567136,0.016993869206318662,0.0017576264942864,0.0003703465225378,MP,0.0753585980273783,0.0072171590389493,PCA,0.189698876813054,0.0072171590389493,PCA,0.0277747350046411,0.0003703465225378,MP,0.0578701130580157,0.1433333578260664,HBOS,0.1194019075483083
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@8.out,IFOREST1,0.5033044722413522,0.0127918053478719,0.0009251514295947,0.16125967986680162,0.0139431611527248,0.5033044722413522,0.16125967986680162,0.0005687837032199,0.5033044722413522,IFOREST1,0.0752226719632744,0.2898809806827694,MP,0.2195424353703856,0.5033044722413522,IFOREST1,0.0277071919990703,0.5033044722413522,IFOREST1,0.0574598399689421,0.0084080033256977,IFOREST,0.1252399710938334
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,IFOREST1,0.5033504556355312,0.0143581814857112,0.0010600826869866,0.1625708738546145,0.0134830052793858,0.5033504556355312,0.1625708738546145,0.0004898998125012,0.5033504556355312,IFOREST1,0.0751845591003075,0.2966440192081663,PCA,0.1651078108698129,0.5033504556355312,IFOREST1,0.0277433960000053,0.5033504556355312,IFOREST1,0.0577215559314936,0.2966440192081663,PCA,0.1189489187672734
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@13.out,OCSVM,0.2312062676619032,0.0255205068675484,0.0033027876629084,0.02751642973820481,0.2312062676619032,0.0166950155777261,0.02751642973820481,0.0003995067229881,0.0081418437958083,MP,0.0759432839695364,0.0023959637280302,POLY,0.2530359253287315,0.0168264359377896,IFOREST,0.0278717409819364,0.0016436541624556,LOF,0.0578025029972195,0.0033027876629084,NORMA,0.1200433680787682
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@2.out,HBOS,0.5592711658941335,0.006225149448605,0.0009297830173049,0.09411562983889708,0.0003825200817689,0.5592711658941335,0.09411562983889708,0.0010598286473724,0.0183294492718553,PCA,0.0752463069511577,0.0183294492718553,PCA,0.2168832616880536,0.5592711658941335,IFOREST1,0.0277484180405735,0.0003703465225378,MP,0.0576337310485541,0.0009297830173049,NORMA,0.1236093677580356
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@4.out,HBOS,0.1566770750245023,0.0086323417202054,0.0011044153929286,0.020681624386189368,0.0003813154459572,0.0349345360859059,0.020681624386189368,0.0013577511102536,0.0003703465225378,MP,0.0754736269591376,0.0098098231976398,PCA,0.2085579270496964,0.0003703465225378,MP,0.0278224250068888,0.0003703465225378,MP,0.0576393180526793,0.1566770750245023,HBOS,0.1236949004232883
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@8.out,IFOREST1,0.5033504556355312,0.0163436934686684,0.0010434010613883,0.16059468224555995,0.0134830052793858,0.5033504556355312,0.16059468224555995,0.0005221673676085,0.5033504556355312,IFOREST1,0.0752805010415613,0.2966440192081663,PCA,0.2365027936175465,0.5033504556355312,IFOREST1,0.0276254980126395,0.5033504556355312,IFOREST1,0.0577087509445846,0.2966440192081663,PCA,0.1197290038689971
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@10.out,IFOREST1,0.5033424355721358,0.0320387879377934,0.0091635865607924,0.1612819255114801,0.0137815083542954,0.5033424355721358,0.1612819255114801,0.0005072796150936,0.5033424355721358,IFOREST1,0.0752393350703641,0.5033424355721358,IFOREST1,0.2018694886937737,0.5033424355721358,IFOREST1,0.0277364100329577,0.5033424355721358,IFOREST1,0.0579246260458603,0.0087921780976358,IFOREST,0.5230948999524117
