,label,Oracle,Avg Ens,best_ad_train,average_ad_train,worst_ad_train,best_ad_test,average_ad_test,worst_ad_test,sit_stem_original_512_score,sit_stem_original_512_class,sit_stem_original_512_inf,rocket_128_score,rocket_128_class,rocket_128_inf,resnet_default_1024_score,resnet_default_1024_class,resnet_default_1024_inf,convnet_default_128_score,convnet_default_128_class,convnet_default_128_inf,knn_1024_score,knn_1024_class,knn_1024_inf
YAHOO/YahooA3Benchmark-TS100_data.out,CNN,0.7097549451233391,0.7785726342319008,0.5261266950989912,0.24570416354078242,0.7097549451233391,0.5654012966611347,0.24570416354078242,0.0222850424258721,0.1375326938329186,LOF,0.0100243280176073,0.1339351830517002,PCA,0.1144715305417776,0.1339351830517002,PCA,0.0030058049596846,0.1247780156225905,POLY,0.0016580380033701,0.1339351830517002,PCA,0.1129048485308885
YAHOO/YahooA3Benchmark-TS10_data.out,CNN,0.5049329496185488,0.4011155326610099,0.4543493147813757,0.1708470072491928,0.2007365467142405,0.5049329496185488,0.1708470072491928,0.0275636231151008,0.1660624243950323,POLY,0.0100459200330078,0.0613467642387502,LOF,0.1099047185853123,0.2285817292565473,MP,0.0029869079589843,0.0219374678205796,HBOS,0.0016796069685369,0.0320822878373723,PCA,0.111661983653903
YAHOO/YahooA3Benchmark-TS11_data.out,LSTM,0.6378482693774665,0.5633090883701253,0.4563443130813027,0.1944963322283095,0.6378482693774665,0.5471368301213391,0.1944963322283095,0.0122889746873448,0.0478285007183616,POLY,0.01004565495532,0.039307837602152,PCA,0.1164108468219637,0.1801283772676538,MP,0.0032258270075544,0.4563443130813027,NORMA,0.0016726029571145,0.0122889746873448,OCSVM,0.1122102467343211
YAHOO/YahooA3Benchmark-TS12_data.out,CNN,0.6531645388333979,0.6915794805348706,0.3954812389126426,0.2564443186828121,0.6531645388333979,0.5545321317504079,0.2564443186828121,0.0254939553177554,0.1967381384947441,LOF,0.0100714379223063,0.1967381384947441,LOF,0.1061840234324336,0.1623684027253233,PCA,0.0029417420737445,0.1657738010812532,POLY,0.0016754770185798,0.3954812389126426,NORMA,0.1124545345082879
YAHOO/YahooA3Benchmark-TS13_data.out,CNN,0.5265129980791996,0.5922254453261387,0.3878803164455563,0.1986306353263101,0.5265129980791996,0.5065467220399508,0.1986306353263101,0.0100191158533334,0.2264259498428124,MP,0.0100436540087684,0.0265678448945415,PCA,0.1071649156510829,0.0265678448945415,PCA,0.0030216749291867,0.0100191158533334,OCSVM,0.0016571399755775,0.0265678448945415,PCA,0.1163379149511456
YAHOO/YahooA3Benchmark-TS14_data.out,CNN,0.5782144424338781,0.3620090139802973,0.4638362938789717,0.17889740395225107,0.108348142130793,0.5782144424338781,0.17889740395225107,0.0349987173996787,0.0293919515394718,PCA,0.0100396920461207,0.2071951660442774,LOF,0.1092022387310862,0.2547864123517141,MP,0.0030721370130777,0.2547864123517141,MP,0.0016745009925216,0.0319033151620262,IFOREST,0.1115298997610807
YAHOO/YahooA3Benchmark-TS15_data.out,CNN,0.4966489864044012,0.2453215664393452,0.2331101539414177,0.11982637179448397,0.1741425506090091,0.4966489864044012,0.11982637179448397,0.0077854356307887,0.1315568509602381,LOF,0.01005557004828,0.0213453441793558,PCA,0.1064809765666723,0.0213453441793558,PCA,0.0031801119912415,0.2331101539414177,NORMA,0.0016698630061,0.1056141823606817,AE,0.1118145389482379
YAHOO/YahooA3Benchmark-TS16_data.out,CNN,0.2814548952835057,0.3051156936687081,0.2692325020584729,0.11655692568964038,0.2593187547358786,0.2814548952835057,0.11655692568964038,0.0177009699033416,0.094557291941038,POLY,0.0100116160465404,0.0249799936754345,PCA,0.1062936903908848,0.128277742145814,MP,0.0030030069174245,0.094557291941038,POLY,0.0016683359863236,0.094557291941038,POLY,0.1122489115223288
YAHOO/YahooA3Benchmark-TS17_data.out,CNN,0.929686975308206,0.4295475272529292,0.929686975308206,0.30123720808049076,0.5191768920968566,0.5210068081756365,0.30123720808049076,0.0008602687940805,0.076816574003273,LOF,0.0100449729943647,0.8323386717633067,MP,0.1175455246120691,0.8323386717633067,MP,0.0034398999996483,0.0008602687940805,OCSVM,0.0016713530058041,0.929686975308206,NORMA,0.1128418399021029
YAHOO/YahooA3Benchmark-TS18_data.out,CNN,0.6715675053856507,0.406838921343963,0.4543202553219714,0.19265683946494913,0.1894356244578181,0.6715675053856507,0.19265683946494913,0.0214661305144607,0.1849050417374226,POLY,0.0100335560273379,0.037642572659276,PCA,0.1080212136730551,0.2534510449797713,MP,0.0030616599833592,0.4543202553219714,NORMA,0.001663276925683,0.2534510449797713,MP,0.1160597149282693
