,label,Oracle,Avg Ens,best_ad_train,average_ad_train,worst_ad_train,best_ad_test,average_ad_test,worst_ad_test,knn_1024_score,knn_1024_class,knn_1024_inf,resnet_default_1024_score,resnet_default_1024_class,resnet_default_1024_inf,convnet_default_128_score,convnet_default_128_class,convnet_default_128_inf,sit_stem_original_512_score,sit_stem_original_512_class,sit_stem_original_512_inf,rocket_128_score,rocket_128_class,rocket_128_inf
MITDB/100.test.csv@1.out,NORMA,0.4767131278055269,0.09179,0.4767131278055269,0.13744420336816873,0.1298355975536258,0.4767131278055269,0.13744420336816873,0.0174781084073409,0.4767131278055269,NORMA,0.1824892554432153,0.4767131278055269,NORMA,0.0837991519365459,0.4767131278055269,NORMA,0.187427986995317,0.4767131278055269,NORMA,0.238241457962431,0.4767131278055269,NORMA,0.4885328467935323
MITDB/100.test.csv@2.out,LOF,0.3598870264081521,0.11461,0.2266892320219026,0.11567477970686613,0.1609707685702652,0.2266892320219026,0.11567477970686613,0.0196007178786126,0.2266892320219026,NORMA,0.2107590632513165,0.2266892320219026,NORMA,0.083696934976615,0.2266892320219026,NORMA,0.1873755580745637,0.2266892320219026,NORMA,0.2396476429421454,0.2266892320219026,NORMA,0.4947422733530402
MITDB/105.test.csv@1.out,OCSVM,0.1490548716918018,0.1001,0.1207365350156685,0.08272074500938777,0.1490548716918018,0.1207365350156685,0.08272074500938777,0.040586364602388,0.1207365350156685,NORMA,0.1228455090895295,0.0538577320105298,LOF,0.0837376579875126,0.0538577320105298,LOF,0.1871629699598997,0.0538577320105298,LOF,0.2380946509074419,0.1207365350156685,NORMA,0.4895630832761526
MITDB/105.test.csv@2.out,NORMA,0.4951347872584326,0.08885,0.4951347872584326,0.11880966271620175,0.1461397056970318,0.4951347872584326,0.11880966271620175,0.0373399353782965,0.0467108245508503,HBOS,0.1260708011686802,0.065504232173547,LOF,0.0838588930200785,0.065504232173547,LOF,0.187079869909212,0.0485567988544008,PCA,0.2374916009139269,0.065504232173547,LOF,0.5260711144655943
MITDB/109.test.csv@1.out,NORMA,0.9212517896349052,0.28911,0.9212517896349052,0.22472754444912676,0.4180300570087432,0.9212517896349052,0.22472754444912676,0.0248554707635535,0.9212517896349052,NORMA,0.1359966779127717,0.2972936386277091,MP,0.083699521026574,0.0623964761286521,LOF,0.1866518190363422,0.2972936386277091,MP,0.2372611350147053,0.0623964761286521,LOF,0.4964490178972482
MITDB/109.test.csv@2.out,NORMA,0.8792129376168967,0.40449,0.8792129376168967,0.24674662547126847,0.7230106700463487,0.8792129376168967,0.24674662547126847,0.0146295914035571,0.8792129376168967,NORMA,0.1284074317663908,0.027495878203016,LOF,0.0835687530925497,0.027495878203016,LOF,0.1871178459841758,0.027495878203016,LOF,0.2379244930343702,0.027495878203016,LOF,0.5394552312791348
MITDB/111.test.csv@2.out,OCSVM,0.1408082476619936,0.01284,0.0104057631459157,0.015732596422903925,0.1408082476619936,0.0104057631459157,0.015732596422903925,0.0010382136128322,0.0104057631459157,NORMA,0.1243550600484013,0.0006545180530921,LOF,0.0836835580412298,0.0006545180530921,LOF,0.1872967910021543,0.0018060937268069,PCA,0.2371702999807894,0.0006545180530921,LOF,0.4884285945445299
MITDB/117.test.csv@1.out,HBOS,0.0239823918502069,0.00947,0.0006933666548996,0.005308483340995458,0.0007627649558588,0.0006933666548996,0.005308483340995458,0.0005271780966225,0.0006933666548996,NORMA,0.1204353244975209,0.0006933666548996,NORMA,0.0838176829274743,0.0006933666548996,NORMA,0.1874318070476874,0.0004681627415901,MP,0.2381473160348832,0.0053429874317744,LOF,0.4938492653891444
MITDB/117.test.csv@2.out,IFOREST,0.1540657391724496,0.07876,0.0006497128417138,0.030199860531346476,0.0011968567048062,0.0006497128417138,0.030199860531346476,0.0004730890328201,0.0006497128417138,NORMA,0.1262067724019289,0.0005777791411046,CNN,0.083837857004255,0.0005777791411046,CNN,0.1875530430115759,0.0977623610924168,PCA,0.2383690039860084,0.0180124533595488,LOF,0.4988324595615268
MITDB/118.test.csv@1.out,NORMA,0.47995800958198,0.15128,0.47995800958198,0.17163829971143785,0.3345410389472301,0.47995800958198,0.17163829971143785,0.0690767978779618,0.47995800958198,NORMA,0.1197952153161168,0.47995800958198,NORMA,0.0837104159872978,0.0833992766469424,PCA,0.1872446750057861,0.47995800958198,NORMA,0.2378224920248612,0.0876109990110877,LOF,0.5548664918169379
MITDB/118.test.csv@2.out,MP,0.2625346963633817,0.1445,0.2492106099387241,0.1212621279832209,0.136178206526002,0.2492106099387241,0.1212621279832209,0.0634692732534135,0.2492106099387241,NORMA,0.1895127380266785,0.1472354946870373,LOF,0.0839739789953455,0.2492106099387241,NORMA,0.1871089380001649,0.2492106099387241,NORMA,0.2384300109697505,0.2492106099387241,NORMA,0.5527803217992187
MITDB/119.test.csv@1.out,PCA,0.8062345474760984,0.76313,0.5676890942479056,0.5036321609871378,0.340945808019682,0.5676890942479056,0.5036321609871378,0.2479921178235679,0.5676890942479056,NORMA,0.1213696720078587,0.3347450064696006,LOF,0.0839057349367067,0.2618908724634621,CNN,0.187176417093724,0.8062345474760984,PCA,0.2369685029843822,0.3347450064696006,LOF,0.5082294931635261
MITDB/122.test.csv@1.out,LOF,0.9168918387299926,0.09553,0.245836869912421,0.12470826682261842,0.0084671773814618,0.245836869912421,0.12470826682261842,0.0017139742077737,0.245836869912421,NORMA,0.1250804914161563,0.9168918387299926,LOF,0.0839151000836864,0.245836869912421,NORMA,0.1871460349066183,0.245836869912421,NORMA,0.2372554329922422,0.9168918387299926,LOF,0.5018716081976891
MITDB/201.test.csv@1.out,NORMA,0.8760153829528186,0.6641,0.8760153829528186,0.4569276323223765,0.7027632845915542,0.8760153829528186,0.4569276323223765,0.3154489925696151,0.8760153829528186,NORMA,0.1667380407452583,0.8760153829528186,NORMA,0.0839348570443689,0.2795222635511095,LOF,0.186822727904655,0.2795222635511095,LOF,0.2371543379267677,0.8760153829528186,NORMA,0.488883288577199
