,label,Oracle,Avg Ens,best_ad_train,average_ad_train,worst_ad_train,best_ad_test,average_ad_test,worst_ad_test,knn_1024_score,knn_1024_class,knn_1024_inf,resnet_default_1024_score,resnet_default_1024_class,resnet_default_1024_inf,convnet_default_128_score,convnet_default_128_class,convnet_default_128_inf,sit_stem_original_512_score,sit_stem_original_512_class,sit_stem_original_512_inf,rocket_128_score,rocket_128_class,rocket_128_inf
NAB/NAB_data_CloudWatch_1.out,HBOS,0.9936226380624282,0.47027,0.0761120709550735,0.29126871661530335,0.12448114589614,0.8127375587788819,0.29126871661530335,0.0783790390316707,0.2880626698418688,IFOREST,0.1166674997657537,0.2537480434858252,POLY,0.0026807540562003,0.2537480434858252,POLY,0.0024574730778113,0.9936226380624282,HBOS,0.0105462600477039,0.8127375587788819,PCA,0.123737072572112
NAB/NAB_data_CloudWatch_10.out,PCA,0.2754930614425639,0.19352,0.1490425002401196,0.15350904586731162,0.1190286061527151,0.2754930614425639,0.15350904586731162,0.1262206204122319,0.0498759305210918,LOF,0.1143798753619194,0.2373881211250524,HBOS,0.002679375000298,0.1880733065125121,POLY,0.002448025974445,0.1490425002401196,NORMA,0.0100297280587255,0.2373881211250524,HBOS,0.1298521356657147
NAB/NAB_data_CloudWatch_11.out,POLY,0.6623868629143796,0.32069,0.2478324809521006,0.2810782356402481,0.2219322319098882,0.4728727541071938,0.2810782356402481,0.1027346730986062,0.2478324809521007,NORMA,0.1119816359132528,0.6623868629143796,POLY,0.0027255460154265,0.6623868629143796,POLY,0.0024517589481547,0.2339089006925941,IFOREST,0.0101750850444659,0.6103403577645273,HBOS,0.1180585231631994
NAB/NAB_data_CloudWatch_12.out,PCA,0.5506041704785856,0.33783,0.2293429628456029,0.25967760109213717,0.2456752933797169,0.5506041704785856,0.25967760109213717,0.1015287271325321,0.2293429628456029,NORMA,0.1128238895907998,0.5506041704785856,PCA,0.0028634660411626,0.252054006742981,POLY,0.0029390139970928,0.4318815127306234,HBOS,0.0160373389953747,0.4318815127306234,HBOS,0.108768006786704
NAB/NAB_data_CloudWatch_13.out,PCA,0.5200612860684479,0.1635,0.1651939534315822,0.17530633893211411,0.0599454893192498,0.5200612860684479,0.17530633893211411,0.0919494182041203,0.1651939534315822,NORMA,0.1129356641322374,0.2569312601916788,IFOREST,0.002683732076548,0.5200612860684479,PCA,0.0024756389902904,0.2122327967248112,HBOS,0.0101542000193148,0.2122327967248112,HBOS,0.1207727631554007
NAB/NAB_data_CloudWatch_14.out,POLY,0.3808480714246516,0.22649,0.2281194895233926,0.16066771242898445,0.1205798591276484,0.0936102687073688,0.16066771242898445,0.1079163414304577,0.1077404461841689,HBOS,0.112037718296051,0.0936102687073688,PCA,0.0026877250056713,0.3808480714246516,POLY,0.0027777439681813,0.1077404461841689,HBOS,0.0102920019999146,0.0936102687073688,PCA,0.1289246883243322
NAB/NAB_data_CloudWatch_15.out,LOF,0.364430053722221,0.08011,0.0633659989695179,0.14934407504774758,0.0753372583656048,0.198537054718744,0.14934407504774758,0.0649671794177219,0.0633659989695179,NORMA,0.1178499553352594,0.3190348182283666,POLY,0.0027662930078804,0.3190348182283666,POLY,0.0021335540805011,0.1317132858539821,IFOREST1,0.0111283350270241,0.198537054718744,PCA,0.1189221730455756
NAB/NAB_data_CloudWatch_16.out,POLY,0.6615543712034448,0.54175,0.1319644895425719,0.29249531779766835,0.3874777564077268,0.4031528740205768,0.29249531779766835,0.0812117996775098,0.4150927678897117,HBOS,0.1119313258677721,0.5887064174279129,IFOREST,0.0026667800266295,0.6615543712034448,POLY,0.0025733190122991,0.1319644895425719,NORMA,0.0100067029707133,0.4031528740205769,PCA,0.1187924239784479
NAB/NAB_data_CloudWatch_17.out,OCSVM,0.5318458604087942,0.42208,0.1400693848852353,0.2856120448821356,0.5318458604087942,0.1279642667388068,0.2856120448821356,0.1233185969169687,0.4933192261925911,LOF,0.1143252123147249,0.424815084243513,IFOREST,0.0027054349193349,0.4875188419719155,POLY,0.0024842929560691,0.1279642667388068,PCA,0.0100621170131489,0.1279642667388068,PCA,0.1086678123101592
NAB/NAB_data_CloudWatch_2.out,IFOREST,0.4542117352342031,0.33653,0.1223713265487358,0.2320255260225629,0.0890216572884241,0.4514914760390565,0.2320255260225629,0.1008404534390753,0.1223713265487358,NORMA,0.1169882146641612,0.4542117352342031,IFOREST,0.0027206869563087,0.4528088510687034,HBOS,0.0024437690153717,0.4528088510687034,HBOS,0.0102214450016617,0.4528088510687034,HBOS,0.1118834214285016
NAB/NAB_data_CloudWatch_3.out,LOF,0.7466480496165971,0.57641,0.4032018095876684,0.3144620273307538,0.4354135245677185,0.4007811545679166,0.3144620273307538,0.1089876883439646,0.6141797844991689,MP,0.1150949681177735,0.7466480496165971,LOF,0.0026761250337585,0.4007811545679166,PCA,0.0025014879647642,0.4007811545679166,PCA,0.0100225009955465,0.1598283364218159,HBOS,0.1150615960359573
NAB/NAB_data_CloudWatch_4.out,POLY,0.2282237132507524,0.15867,0.0803993859255311,0.1355205331220183,0.1487074484492537,0.1789082624965582,0.1355205331220183,0.1112250840691223,0.1138286965879687,IFOREST1,0.1117878593504428,0.0869460178432424,MP,0.0026827519759535,0.2282237132507525,POLY,0.0024935549590736,0.1789082624965582,PCA,0.0102211880730465,0.1789082624965582,PCA,0.1273509124293923
