,label,Oracle,Avg Ens,best_ad_train,average_ad_train,worst_ad_train,best_ad_test,average_ad_test,worst_ad_test,knn_1024_score,knn_1024_class,knn_1024_inf,resnet_default_1024_score,resnet_default_1024_class,resnet_default_1024_inf,convnet_default_128_score,convnet_default_128_class,convnet_default_128_inf,sit_stem_original_512_score,sit_stem_original_512_class,sit_stem_original_512_inf,rocket_128_score,rocket_128_class,rocket_128_inf
OPPORTUNITY/S1-ADL1.test.csv@16.out,PCA,0.8643278598097227,0.91212,0.431067630166168,0.24502389748965914,0.1073865652143133,0.431067630166168,0.24502389748965914,0.014131612428427,0.3850173432970643,HBOS,0.1104308348149061,0.014131612428427,POLY,0.0089741050032898,0.014131612428427,POLY,0.0163372369715943,0.8643278598097227,PCA,0.0222130300244316,0.0111310663324715,LOF,0.1221539862453937
OPPORTUNITY/S1-ADL1.test.csv@38.out,PCA,0.8229198103168415,0.84821,0.2371973300428393,0.24799440294557573,0.0752722319261251,0.2371973300428393,0.24799440294557573,0.0130498117031383,0.2371973300428393,NORMA,0.109212334267795,0.0130498117031383,POLY,0.0089129270054399,0.0130498117031383,POLY,0.0153797279344871,0.8229198103168415,PCA,0.0206406849902123,0.0111240409459379,LOF,0.1240413142368197
OPPORTUNITY/S1-ADL1.test.csv@42.out,NORMA,0.3256851721528939,0.04029,0.3256851721528939,0.07059547954287586,0.0924286315928732,0.3256851721528939,0.07059547954287586,0.0137047982619771,0.3256851721528939,NORMA,0.1076651690527796,0.1186842787514863,LOF,0.0090824080398306,0.0137047982619772,POLY,0.0163342690793797,0.0132642440726301,PCA,0.022346548968926,0.1186842787514863,LOF,0.1505735414102673
OPPORTUNITY/S1-ADL1.test.csv@66.out,NORMA,0.5013160015449797,0.03905,0.5013160015449797,0.12546448832868093,0.1600371482491014,0.5013160015449797,0.12546448832868093,0.0129030978698073,0.5013160015449797,NORMA,0.1099805822595954,0.3740785084693871,LOF,0.0090934509644284,0.5013160015449797,NORMA,0.0162428979529067,0.0126599588004404,PCA,0.022323198034428,0.3740785084693871,LOF,0.1332659283652901
OPPORTUNITY/S1-ADL1.test.csv@76.out,PCA,0.927526049751244,0.77564,0.0329361138848907,0.31647554147976326,0.0558680666790506,0.0329361138848907,0.31647554147976326,0.0134247930488883,0.0329361138848907,NORMA,0.1083179004490375,0.0134247930488883,POLY,0.0090770029928535,0.0134247930488883,POLY,0.0162321949610486,0.0134247930488883,POLY,0.0223256199387833,0.5167582496939015,LOF,0.1431633178144693
OPPORTUNITY/S1-ADL1.test.csv@77.out,MP,0.2319326289098865,0.08153,0.0245566456069103,0.06716149186278329,0.1395415059377625,0.0245566456069103,0.06716149186278329,0.0118441050662328,0.0424507513983533,HBOS,0.1118470402434468,0.0118441050662328,POLY,0.0089544960064813,0.0118441050662328,POLY,0.0162204660009592,0.1136258939665214,PCA,0.0222586379386484,0.0111240409459379,LOF,0.1353858262300491
OPPORTUNITY/S1-ADL1.test.csv@78.out,HBOS,0.9428173636304754,0.88526,0.2482378395933394,0.3285416064431039,0.100422521820907,0.2482378395933394,0.3285416064431039,0.0127336756106357,0.9428173636304754,HBOS,0.1120891021564602,0.0127336756106357,POLY,0.0084722000174224,0.0127336756106357,POLY,0.0154086170950904,0.9405929778229414,PCA,0.0207607839256525,0.0111240409459379,LOF,0.1302304044365883
OPPORTUNITY/S1-ADL1.test.csv@79.out,NORMA,0.4419585714841346,0.01976,0.4419585714841346,0.09341237910407328,0.1134010673298543,0.4419585714841346,0.09341237910407328,0.0117063733858408,0.4419585714841345,NORMA,0.1086222529411315,0.0111240409459379,LOF,0.0090293339453637,0.4419585714841345,NORMA,0.0162698189960792,0.0117160747856524,PCA,0.022329788072966,0.0111240409459379,LOF,0.1460143392905593
OPPORTUNITY/S1-ADL1.test.csv@80.out,NORMA,0.5884661816151857,0.04782,0.5884661816151857,0.1418901597034158,0.1987956176233885,0.5884661816151857,0.1418901597034158,0.0132809391750648,0.5884661816151857,NORMA,0.1083128405734896,0.2610362320269113,LOF,0.0091027480084449,0.5884661816151857,NORMA,0.0154253259534016,0.0138415194822108,PCA,0.0222575810039415,0.2610362320269113,LOF,0.0865929340943694
OPPORTUNITY/S1-ADL1.test.csv@81.out,NORMA,0.6125277997373736,0.02535,0.6125277997373736,0.1417057091926636,0.2993942171147046,0.6125277997373736,0.1417057091926636,0.0120149042171984,0.6125277997373736,NORMA,0.1133494023233652,0.033840544992545,LOF,0.0089709139429032,0.6125277997373736,NORMA,0.016083140973933,0.0115897619983373,PCA,0.0224827249767258,0.033840544992545,LOF,0.1463073026388883
