,label,Oracle,Avg Ens,best_ad_train,average_ad_train,worst_ad_train,best_ad_test,average_ad_test,worst_ad_test,knn_1024_score,knn_1024_class,knn_1024_inf,resnet_default_1024_score,resnet_default_1024_class,resnet_default_1024_inf,convnet_default_128_score,convnet_default_128_class,convnet_default_128_inf,sit_stem_original_512_score,sit_stem_original_512_class,sit_stem_original_512_inf,rocket_128_score,rocket_128_class,rocket_128_inf
SensorScope/stb-10.test.out,HBOS,0.2801779279088847,0.25515,0.2288655102856381,0.2435990394287828,0.2586645908107384,0.2519880567214852,0.2435990394287828,0.2070964751998422,0.2801779279088847,HBOS,0.115687352605164,0.2519880567214852,POLY,0.0059125570114701,0.2519880567214852,POLY,0.0088720530038699,0.2453634347167223,LOF,0.0139934379840269,0.2288655102856381,NORMA,0.1177034098654985
SensorScope/stb-11.test.out,LOF,0.4650658328428687,0.25335,0.2409055786938785,0.24892688184214548,0.229690682501283,0.3043802833031214,0.24892688184214548,0.1065693183358178,0.2232387537727118,HBOS,0.1136296968907117,0.3043802833031214,POLY,0.0058314390480518,0.3043802833031214,POLY,0.0086827159393578,0.4650658328428687,LOF,0.0137437439989298,0.2409055786938785,NORMA,0.1145274052396416
SensorScope/stb-12.test.out,NORMA,0.4092568499176431,0.30741,0.4092568499176431,0.28377425827606073,0.2722765534414679,0.2426633444459799,0.28377425827606073,0.2863458781474565,0.2872927211703736,HBOS,0.1191254248842597,0.2426633444459799,POLY,0.0058226599358022,0.2426633444459799,POLY,0.0087482780218124,0.2426633444459799,POLY,0.0137777570053003,0.4092568499176432,NORMA,0.1339632673189044
SensorScope/stb-13.test.out,NORMA,0.3767413517715914,0.2976,0.3767413517715914,0.27890092643243575,0.2851330814193127,0.2789178164198118,0.27890092643243575,0.2847887031940316,0.2891649539808644,HBOS,0.1222286336123943,0.2789178164198118,POLY,0.0058630800340324,0.2789178164198118,POLY,0.0086137239122763,0.2358122672853742,PCA,0.0138296730001457,0.3767413517715914,NORMA,0.1335254190489649
SensorScope/stb-14.test.out,HBOS,0.2987859801637428,0.24984,0.2349967685319152,0.2472123581082825,0.2646948646908956,0.2215924255376151,0.2472123581082825,0.2042561656925136,0.2987859801637429,HBOS,0.115558655001223,0.2215924255376151,POLY,0.0058390289777889,0.2215924255376151,POLY,0.0086417149286717,0.2215924255376151,POLY,0.0137252360000275,0.2349967685319152,NORMA,0.1020282199606299
SensorScope/stb-15.test.out,IFOREST,0.3635603117688116,0.36329,0.3259543511435148,0.31322287143233646,0.3618018746277198,0.3342452759837587,0.31322287143233646,0.2827189076953194,0.3400424475364368,HBOS,0.1179517703130841,0.3342452759837587,POLY,0.0062118980567902,0.3342452759837587,POLY,0.0484887280035764,0.3259543511435148,NORMA,0.0143567050108686,0.3259543511435148,NORMA,0.0934088844805955
SensorScope/stb-17.test.out,POLY,0.4311183801857929,0.23678,0.1906795790645006,0.2354953139956204,0.1869348254885016,0.4311183801857929,0.2354953139956204,0.1193318837714963,0.2332067762946144,HBOS,0.1169434860348701,0.4311183801857929,POLY,0.0055854860693216,0.4311183801857929,POLY,0.0077929099788889,0.2332067762946144,HBOS,0.0126223390107043,0.1906795790645006,NORMA,0.1337647009640932
SensorScope/stb-18.test.out,IFOREST,0.3427781742932803,0.21841,0.1702965829170925,0.25579029502010847,0.1855889565925635,0.3261857733274842,0.25579029502010847,0.117433101112094,0.3157267400829307,HBOS,0.1189597398042678,0.3261857733274842,POLY,0.0054791629081591,0.3261857733274842,POLY,0.0076738849747926,0.3261857733274842,POLY,0.012507428007666,0.1702965829170925,NORMA,0.1156331766396761
SensorScope/stb-19.test.out,HBOS,0.5346622481109315,0.51244,0.4143411413976751,0.40271206585214997,0.3363901086144683,0.3587060879381367,0.40271206585214997,0.1352485897940443,0.5346622481109315,HBOS,0.1174931451678276,0.3587060879381367,POLY,0.0059017960447818,0.3587060879381367,POLY,0.0090163809945806,0.1352485897940443,MP,0.0141212400048971,0.4143411413976751,NORMA,0.1236915169283747
SensorScope/stb-2.test.out,IFOREST1,0.3437216082072896,0.16082,0.0750251677635693,0.1765922873983146,0.0767613943937732,0.2362652214237392,0.1765922873983146,0.0639043042772062,0.2424445452089455,HBOS,0.1188661092892289,0.0639043042772062,MP,0.005863262922503,0.3437216082072896,IFOREST1,0.0086435290286317,0.3437216082072896,IFOREST1,0.0135905549977906,0.3437216082072896,IFOREST1,0.1268258914351463
